question,expected,date,attempts
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.605948+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.605990+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.606034+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.606077+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.606120+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.606163+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.606207+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.606250+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.606294+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.606337+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.606380+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.606423+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.606467+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.606510+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.606553+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.606597+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.606640+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.606685+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.606729+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.606772+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.606815+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.606859+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.606901+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.606944+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.607001+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.607045+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.607091+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.607136+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.607181+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.607226+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.607272+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.607316+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.607360+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.607405+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.607449+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.607494+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.607540+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.607587+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.607633+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.607690+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.607742+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.607788+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.607835+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.607879+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.607923+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.607963+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.608003+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.608042+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.608082+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.608121+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.608161+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.608201+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.608240+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.608280+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.608321+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.608360+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.608401+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.608442+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.608487+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.608531+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.608572+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.608611+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.608671+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.608715+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.608752+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.608793+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.608832+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.608873+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.608913+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.608958+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.608997+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.609037+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.609076+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.609114+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.609153+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.609192+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.609231+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.609271+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.609310+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.609348+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.609386+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.609425+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.609463+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.609502+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.609541+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.609580+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.609614+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.609649+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.609683+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.609717+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.609752+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.609786+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.609821+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.609856+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.609889+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.609924+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.609959+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.609997+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.610035+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.610070+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.610110+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.610172+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.610219+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.610262+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.610318+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.610370+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.610415+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.610461+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.610507+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.610551+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.610596+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.610640+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.610683+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.610727+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.610775+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.610820+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.610863+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.610906+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.610949+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.610992+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.611036+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.611078+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.611121+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.611165+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.611207+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.611250+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.611293+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.611336+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.611378+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.611422+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.611464+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.611507+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.611553+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.611595+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.611638+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.611681+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.611723+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.611766+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.611809+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.611854+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.611896+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.611939+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.611982+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.612024+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.612068+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.612110+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.612153+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.612196+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.612238+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.612281+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.612324+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.612366+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.612408+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.612451+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.612494+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.612536+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.612580+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.612621+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.612664+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.612707+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.612749+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.612791+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.612834+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.612876+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.612919+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.612962+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.613004+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.613046+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.613089+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.613131+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.613173+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.613216+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.613258+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.613303+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.613346+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.613388+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.613430+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.613473+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.613515+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.613557+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.613600+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.613642+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.613684+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.613727+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.613769+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.613815+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.613857+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.613899+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.613941+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.613984+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.614030+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.614072+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.614115+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.614157+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.614200+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.614243+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.614287+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.614330+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.614373+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.614415+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.614457+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.614500+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.614541+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.614584+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.614626+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.614668+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.614711+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.614754+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.614795+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.614838+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.614881+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.614922+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.614964+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.615010+00:00",0
